,name,id,image,mode
338,n000975,16,0352_01.jpg,train
339,n000975,16,0016_01.jpg,val
340,n000981,17,0406_01.jpg,train
341,n000981,17,0039_02.jpg,train
342,n000981,17,0103_01.jpg,train
343,n000981,17,0072_01.jpg,train
344,n000981,17,0463_01.jpg,train
345,n000981,17,0316_01.jpg,train
346,n000981,17,0115_01.jpg,train
347,n000981,17,0076_01.jpg,val
348,n000981,17,0166_01.jpg,train
349,n000981,17,0117_01.jpg,train
350,n000981,17,0195_01.jpg,val
351,n000981,17,0318_01.jpg,train
352,n000981,17,0256_01.jpg,train
353,n000981,17,0071_01.jpg,train
354,n000981,17,0409_01.jpg,val
355,n000981,17,0399_01.jpg,train
356,n000981,17,0014_01.jpg,train
357,n000981,17,0088_01.jpg,val
358,n000981,17,0084_01.jpg,train
359,n000981,17,0179_01.jpg,train
360,n000512,18,0037_01.jpg,val
361,n000512,18,0144_01.jpg,val
362,n000512,18,0039_01.jpg,train
363,n000512,18,0048_01.jpg,train
364,n000512,18,0035_01.jpg,train
365,n000512,18,0598_01.jpg,train
366,n000512,18,0011_01.jpg,train
367,n000512,18,0185_01.jpg,train
368,n000512,18,0068_01.jpg,train
369,n000512,18,0076_01.jpg,val
370,n000512,18,0019_01.jpg,train
371,n000512,18,0005_01.jpg,train
372,n000512,18,0050_01.jpg,train
373,n000512,18,0199_01.jpg,train
374,n000512,18,0112_02.jpg,train
375,n000512,18,0071_01.jpg,train
376,n000512,18,0303_02.jpg,train
377,n000512,18,0028_01.jpg,val
378,n000512,18,0065_01.jpg,train
379,n000512,18,0207_01.jpg,train
380,n000720,19,0025_01.jpg,val
381,n000720,19,0083_01.jpg,train
382,n000720,19,0200_01.jpg,val
383,n000720,19,0056_02.jpg,train
384,n000720,19,0044_01.jpg,train
385,n000720,19,0216_01.jpg,train
386,n000720,19,0152_01.jpg,train
387,n000720,19,0023_01.jpg,train
388,n000720,19,0178_01.jpg,train
389,n000720,19,0017_01.jpg,train
390,n000720,19,0306_01.jpg,val
391,n000720,19,0100_01.jpg,train
392,n000720,19,0026_01.jpg,train
393,n000720,19,0149_01.jpg,train
394,n000720,19,0254_01.jpg,train
395,n000720,19,0405_01.jpg,val
396,n000720,19,0165_01.jpg,train
397,n000720,19,0278_01.jpg,train
398,n000720,19,0374_01.jpg,train
399,n000720,19,0240_01.jpg,train
400,n000344,20,0037_01.jpg,train
401,n000344,20,0013_01.jpg,val
402,n000344,20,0210_01.jpg,train
403,n000344,20,0191_01.jpg,train
404,n000344,20,0224_01.jpg,train
405,n000344,20,0379_01.jpg,train
406,n000344,20,0023_01.jpg,train
407,n000344,20,0105_01.jpg,train
408,n000344,20,0174_01.jpg,val
409,n000344,20,0017_01.jpg,train
410,n000344,20,0388_01.jpg,train
411,n000344,20,0078_02.jpg,train
412,n000344,20,0360_01.jpg,train
413,n000344,20,0147_01.jpg,train
414,n000344,20,0102_01.jpg,train
415,n000344,20,0045_01.jpg,train
416,n000344,20,0354_01.jpg,train
417,n000344,20,0022_01.jpg,val
418,n000344,20,0196_01.jpg,train
419,n000344,20,0233_01.jpg,val
420,n000176,21,0125_01.jpg,train
421,n000176,21,0418_01.jpg,train
422,n000176,21,0336_01.jpg,train
423,n000176,21,0139_01.jpg,val
424,n000176,21,0382_01.jpg,train
425,n000176,21,0011_01.jpg,train
426,n000176,21,0220_01.jpg,train
427,n000176,21,0074_01.jpg,train
428,n000176,21,0284_01.jpg,train
429,n000176,21,0452_01.jpg,train
430,n000176,21,0071_01.jpg,train
431,n000176,21,0248_04.jpg,train
432,n000176,21,0325_01.jpg,val
433,n000176,21,0065_02.jpg,val
434,n000176,21,0233_01.jpg,train
435,n000176,21,0268_01.jpg,val
436,n000176,21,0215_01.jpg,train
437,n000176,21,0340_01.jpg,train
438,n000176,21,0444_02.jpg,train
439,n000176,21,0067_01.jpg,train
440,n001262,22,0029_01.jpg,train
441,n001262,22,0148_01.jpg,train
442,n001262,22,0172_01.jpg,train
443,n001262,22,0275_01.jpg,train
444,n001262,22,0076_01.jpg,train
445,n001262,22,0007_01.jpg,val
446,n001262,22,0351_02.jpg,train
447,n001262,22,0064_01.jpg,train
448,n001262,22,0131_01.jpg,train
449,n001262,22,0286_01.jpg,train
450,n001262,22,0283_01.jpg,train
451,n001262,22,0049_01.jpg,train
452,n001262,22,0061_02.jpg,train
453,n001262,22,0080_01.jpg,train
454,n001262,22,0337_01.jpg,val
455,n001262,22,0163_06.jpg,val
456,n001262,22,0213_01.jpg,train
457,n001262,22,0262_01.jpg,train
458,n001262,22,0433_01.jpg,train
459,n001262,22,0167_01.jpg,val
460,n001050,23,0373_01.jpg,train
461,n001050,23,0228_01.jpg,train
462,n001050,23,0003_01.jpg,train
463,n001050,23,0304_01.jpg,train
464,n001050,23,0019_01.jpg,val
465,n001050,23,0021_01.jpg,val
466,n001050,23,0128_02.jpg,train
467,n001050,23,0012_01.jpg,train
468,n001050,23,0258_02.jpg,train
469,n001050,23,0161_02.jpg,val
470,n001050,23,0254_01.jpg,val
471,n001050,23,0387_01.jpg,train
472,n001050,23,0395_01.jpg,train
473,n001050,23,0077_01.jpg,train
474,n001050,23,0169_01.jpg,train
475,n001050,23,0205_01.jpg,train
476,n001050,23,0413_01.jpg,train
477,n001050,23,0051_01.jpg,train
478,n001050,23,0179_01.jpg,train
479,n001050,23,0108_01.jpg,train
480,n000388,24,0029_01.jpg,train
481,n000388,24,0349_02.jpg,train
482,n000388,24,0037_02.jpg,train
483,n000388,24,0380_02.jpg,val
484,n000388,24,0039_01.jpg,train
485,n000388,24,0224_02.jpg,train
486,n000388,24,0396_07.jpg,train
487,n000388,24,0216_01.jpg,train
488,n000388,24,0107_01.jpg,train
489,n000388,24,0394_01.jpg,val
490,n000388,24,0066_01.jpg,train
491,n000388,24,0042_01.jpg,train
492,n000388,24,0335_01.jpg,train
493,n000388,24,0073_01.jpg,train
494,n000388,24,0177_01.jpg,train
495,n000388,24,0169_01.jpg,train
496,n000388,24,0188_01.jpg,train
497,n000388,24,0252_01.jpg,train
498,n000388,24,0340_01.jpg,val
499,n000388,24,0020_01.jpg,val
500,n000986,25,0137_01.jpg,train
501,n000986,25,0058_01.jpg,val
502,n000986,25,0013_01.jpg,train
503,n000986,25,0210_01.jpg,train
504,n000986,25,0257_01.jpg,train
505,n000986,25,0139_01.jpg,train
506,n000986,25,0135_01.jpg,train
507,n000986,25,0060_01.jpg,train
508,n000986,25,0111_01.jpg,train
509,n000986,25,0119_01.jpg,train
510,n000986,25,0042_01.jpg,train
511,n000986,25,0087_01.jpg,train
512,n000986,25,0254_02.jpg,train
513,n000986,25,0102_01.jpg,val
514,n000986,25,0476_04.jpg,train
515,n000986,25,0242_01.jpg,train
516,n000986,25,0215_01.jpg,val
517,n000986,25,0098_01.jpg,train
518,n000986,25,0094_01.jpg,train
519,n000986,25,0315_03.jpg,val
520,n001068,26,0292_01.jpg,val
521,n001068,26,0484_01.jpg,val
522,n001068,26,0062_01.jpg,train
523,n001068,26,0212_01.jpg,train
524,n001068,26,0494_01.jpg,train
525,n001068,26,0524_01.jpg,val
526,n001068,26,0119_01.jpg,train
527,n001068,26,0123_01.jpg,train
528,n001068,26,0105_01.jpg,train
529,n001068,26,0042_01.jpg,train
530,n001068,26,0277_01.jpg,train
531,n001068,26,0090_01.jpg,train
532,n001068,26,0112_01.jpg,train
533,n001068,26,0171_01.jpg,train
534,n001068,26,0124_01.jpg,train
535,n001068,26,0047_01.jpg,val
536,n001068,26,0061_01.jpg,train
537,n001068,26,0217_01.jpg,train
538,n001068,26,0088_01.jpg,train
539,n001068,26,0221_01.jpg,train
540,n000718,27,0292_01.jpg,train
541,n000718,27,0257_02.jpg,train
542,n000718,27,0001_01.jpg,val
543,n000718,27,0202_01.jpg,train
544,n000718,27,0037_03.jpg,train
545,n000718,27,0234_01.jpg,train
546,n000718,27,0200_01.jpg,train
547,n000718,27,0044_01.jpg,train
548,n000718,27,0068_01.jpg,train
549,n000718,27,0040_01.jpg,train
550,n000718,27,0174_01.jpg,val
551,n000718,27,0087_01.jpg,train
552,n000718,27,0161_01.jpg,val
553,n000718,27,0130_01.jpg,train
554,n000718,27,0209_02.jpg,val
555,n000718,27,0169_01.jpg,train
556,n000718,27,0217_01.jpg,train
557,n000718,27,0215_01.jpg,train
558,n000718,27,0198_01.jpg,train
559,n000718,27,0456_02.jpg,train
560,n000972,28,0054_01.jpg,train
561,n000972,28,0125_01.jpg,train
562,n000972,28,0054_02.jpg,train
563,n000972,28,0003_01.jpg,val
564,n000972,28,0107_01.jpg,train
565,n000972,28,0109_01.jpg,train
566,n000972,28,0074_01.jpg,train
567,n000972,28,0099_01.jpg,train
568,n000972,28,0214_01.jpg,train
569,n000972,28,0028_01.jpg,train
570,n000972,28,0055_01.jpg,train
571,n000972,28,0002_01.jpg,train
572,n000972,28,0153_01.jpg,val
573,n000972,28,0184_03.jpg,val
574,n000972,28,0118_01.jpg,train
575,n000972,28,0022_02.jpg,train
576,n000972,28,0094_01.jpg,train
577,n000972,28,0004_01.jpg,train
578,n000972,28,0167_01.jpg,train
579,n000972,28,0108_01.jpg,val
580,n001057,29,0345_01.jpg,train
581,n001057,29,0238_01.jpg,train
582,n001057,29,0011_02.jpg,train
583,n001057,29,0290_01.jpg,train
584,n001057,29,0007_02.jpg,val
585,n001057,29,0402_01.jpg,train
586,n001057,29,0461_01.jpg,val
587,n001057,29,0314_01.jpg,train
588,n001057,29,0449_01.jpg,train
589,n001057,29,0227_01.jpg,val
590,n001057,29,0468_01.jpg,train
591,n001057,29,0161_01.jpg,train
592,n001057,29,0038_01.jpg,val
593,n001057,29,0283_01.jpg,train
594,n001057,29,0466_01.jpg,train
595,n001057,29,0049_02.jpg,train
596,n001057,29,0088_02.jpg,train
597,n001057,29,0315_01.jpg,train
598,n001057,29,0215_02.jpg,train
599,n001057,29,0008_01.jpg,train
600,n000185,30,0183_01.jpg,train
601,n000185,30,0416_01.jpg,val
602,n000185,30,0127_01.jpg,train
603,n000185,30,0379_01.jpg,train
604,n000185,30,0528_01.jpg,train
605,n000185,30,0367_01.jpg,train
606,n000185,30,0007_01.jpg,train
607,n000185,30,0286_01.jpg,val
608,n000185,30,0394_01.jpg,train
609,n000185,30,0166_01.jpg,train
610,n000185,30,0384_01.jpg,train
611,n000185,30,0033_01.jpg,val
612,n000185,30,0410_01.jpg,train
613,n000185,30,0112_01.jpg,train
614,n000185,30,0059_01.jpg,train
615,n000185,30,0337_01.jpg,train
616,n000185,30,0030_01.jpg,train
617,n000185,30,0132_02.jpg,train
618,n000185,30,0556_01.jpg,val
619,n000185,30,0051_01.jpg,train
620,n001265,31,0062_01.jpg,train
621,n001265,31,0101_01.jpg,val
622,n001265,31,0257_01.jpg,train
623,n001265,31,0011_01.jpg,train
624,n001265,31,0189_01.jpg,val
625,n001265,31,0085_01.jpg,train
626,n001265,31,0007_01.jpg,train
627,n001265,31,0117_01.jpg,val
628,n001265,31,0142_01.jpg,train
629,n001265,31,0306_01.jpg,train
630,n001265,31,0155_01.jpg,val
631,n001265,31,0026_01.jpg,train
632,n001265,31,0134_01.jpg,train
633,n001265,31,0080_01.jpg,train
634,n001265,31,0022_01.jpg,train
635,n001265,31,0165_01.jpg,train
636,n001265,31,0106_01.jpg,train
637,n001265,31,0205_01.jpg,train
638,n001265,31,0108_01.jpg,train
639,n001265,31,0008_01.jpg,train
640,n000171,32,0027_02.jpg,val
641,n000171,32,0181_01.jpg,train
642,n000171,32,0255_01.jpg,val
643,n000171,32,0089_01.jpg,train
644,n000171,32,0447_01.jpg,train
645,n000171,32,0275_01.jpg,train
646,n000171,32,0068_01.jpg,train
647,n000171,32,0117_01.jpg,train
648,n000171,32,0377_01.jpg,train
649,n000171,32,0457_01.jpg,val
650,n000171,32,0082_01.jpg,train
651,n000171,32,0061_01.jpg,val
652,n000171,32,0126_01.jpg,train
653,n000171,32,0466_03.jpg,train
654,n000171,32,0478_01.jpg,train
655,n000171,32,0065_01.jpg,train
656,n000171,32,0266_01.jpg,train
657,n000171,32,0454_01.jpg,train
658,n000171,32,0435_01.jpg,train
659,n000171,32,0051_01.jpg,train
660,n000343,33,0280_01.jpg,train
661,n000343,33,0420_01.jpg,val
662,n000343,33,0093_01.jpg,train
663,n000343,33,0003_01.jpg,train
664,n000343,33,0097_01.jpg,train
665,n000343,33,0267_01.jpg,train
666,n000343,33,0375_01.jpg,train
667,n000343,33,0232_02.jpg,train
668,n000343,33,0119_01.jpg,train
669,n000343,33,0095_01.jpg,val
670,n000343,33,0339_01.jpg,train
671,n000343,33,0281_01.jpg,train
672,n000343,33,0059_01.jpg,train
673,n000343,33,0038_01.jpg,train
674,n000343,33,0383_01.jpg,val
675,n000343,33,0065_01.jpg,train
676,n000343,33,0165_02.jpg,val
677,n000343,33,0376_01.jpg,train
678,n000343,33,0207_01.jpg,train
679,n000343,33,0323_01.jpg,train
680,n000727,34,0129_01.jpg,train
681,n000727,34,0380_01.jpg,train
682,n000727,34,0037_01.jpg,train
683,n000727,34,0125_01.jpg,train
684,n000727,34,0170_01.jpg,train
685,n000727,34,0027_01.jpg,train
686,n000727,34,0615_01.jpg,val
687,n000727,34,0386_01.jpg,val
688,n000727,34,0286_01.jpg,val
689,n000727,34,0480_01.jpg,train
690,n000727,34,0222_01.jpg,train
691,n000727,34,0265_01.jpg,val
692,n000727,34,0102_01.jpg,train
693,n000727,34,0045_01.jpg,train
694,n000727,34,0578_01.jpg,train
695,n000727,34,0192_01.jpg,train
696,n000727,34,0065_01.jpg,train
697,n000727,34,0006_01.jpg,train
698,n000727,34,0305_01.jpg,train
699,n000727,34,0108_01.jpg,train
700,n000515,35,0170_01.jpg,train
701,n000515,35,0113_01.jpg,train
702,n000515,35,0101_01.jpg,val
703,n000515,35,0001_01.jpg,train
704,n000515,35,0056_01.jpg,train
705,n000515,35,0097_01.jpg,train
706,n000515,35,0015_01.jpg,val
707,n000515,35,0176_01.jpg,train
708,n000515,35,0017_01.jpg,train
709,n000515,35,0117_01.jpg,train
710,n000515,35,0087_01.jpg,train
711,n000515,35,0090_01.jpg,train
712,n000515,35,0138_01.jpg,train
713,n000515,35,0057_01.jpg,train
714,n000515,35,0283_01.jpg,val
715,n000515,35,0122_01.jpg,train
716,n000515,35,0268_01.jpg,val
717,n000515,35,0098_01.jpg,train
718,n000515,35,0108_01.jpg,train
719,n000515,35,0008_01.jpg,train
720,n000787,36,0420_01.jpg,val
721,n000787,36,0048_01.jpg,train
722,n000787,36,0416_02.jpg,val
723,n000787,36,0076_01.jpg,train
724,n000787,36,0398_01.jpg,train
725,n000787,36,0023_01.jpg,train
726,n000787,36,0150_01.jpg,train
727,n000787,36,0136_01.jpg,train
728,n000787,36,0055_01.jpg,train
729,n000787,36,0047_01.jpg,train
730,n000787,36,0262_01.jpg,val
731,n000787,36,0399_01.jpg,train
732,n000787,36,0030_01.jpg,train
733,n000787,36,0141_01.jpg,val
734,n000787,36,0041_01.jpg,train
